,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
950,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,304,431,1
951,0,0,0,0,7,1,0,1,0,2,0,0,0,0,0,0,2,818,1677,0
952,1,0,0,0,21,1,0,0,2,0,0,2,0,0,0,0,3,460,2841,0
953,0,0,0,0,14,1,0,0,2,0,2,2,0,0,0,0,2,522,2402,0
954,1,0,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,1189,3817,0
955,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,299,141,1
956,0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,101,3544,0
957,1,0,0,0,3,1,0,0,2,0,2,0,0,0,0,0,2,493,989,0
958,1,0,0,0,24,1,2,0,2,2,2,2,0,2,0,0,0,934,3734,0
959,0,0,1,1,31,1,0,1,0,2,0,0,2,0,0,1,2,1016,4195,0
960,1,1,1,0,6,0,1,0,2,0,0,0,0,0,0,0,0,141,900,0
961,1,0,0,0,16,1,0,2,1,1,1,1,1,1,1,1,3,39,1307,0
962,1,1,1,0,7,1,0,0,2,0,0,0,2,0,0,0,0,560,1707,0
963,0,1,0,0,55,1,2,0,2,0,2,2,0,2,2,0,0,772,4925,0
964,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,319,158,1
965,1,1,0,0,7,1,0,1,2,0,0,2,2,2,0,0,1,1286,2199,1
966,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,2,14,551,1
967,1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,46,252,0
968,0,0,0,0,70,1,0,0,2,2,2,2,2,0,2,0,1,849,5623,0
969,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,1207,769,1
970,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,2,1103,458,1
971,1,0,1,0,48,1,2,1,2,2,0,0,2,0,0,1,0,1164,5253,0
972,1,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,0,716,4923,0
973,1,1,1,0,43,0,1,0,0,2,0,0,0,0,0,1,2,151,3006,1
974,0,0,1,1,58,1,0,0,0,2,0,2,2,2,2,1,1,825,5171,0
975,1,0,0,0,70,1,2,1,2,0,2,2,2,2,2,1,2,1431,6343,1
976,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,712,294,1
977,0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,2,811,2287,0
978,1,1,1,0,61,1,2,1,0,2,2,0,2,2,1,1,2,1349,5989,1
979,0,0,1,1,34,1,0,0,2,0,0,2,0,0,1,1,0,457,3646,0
980,0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,1,0,19,1407,0
981,1,0,1,1,39,1,0,2,1,1,1,1,1,1,2,0,3,21,2148,0
982,0,0,0,0,38,1,0,0,2,0,0,0,0,0,1,1,2,339,3619,0
983,1,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1026,440,1
984,0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,67,3394,0
985,0,1,1,0,32,1,2,1,0,2,0,0,0,0,0,1,0,911,4157,1
986,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,281,1685,0
987,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,24,17,0
988,1,0,0,1,26,1,0,2,1,1,1,1,1,1,0,0,3,12,1680,0
989,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,21,1933,0
990,0,0,1,0,55,1,0,1,2,0,2,0,0,0,2,0,0,905,5150,0
991,0,0,0,0,57,1,2,2,1,1,1,1,1,1,2,0,1,79,3110,0
992,0,0,1,1,21,1,2,2,1,1,1,1,1,1,2,0,1,97,1718,0
993,0,0,1,1,9,1,2,2,1,1,1,1,1,1,2,0,1,114,920,0
994,1,0,0,0,12,1,0,2,1,1,1,1,1,1,2,0,1,29,1059,0
995,0,0,0,0,34,1,2,1,0,2,0,2,0,0,0,0,1,1000,4302,1
996,0,0,0,0,33,1,0,1,0,0,0,0,0,0,0,1,1,714,3996,1
997,0,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,1173,1442,1
998,1,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,0,43,3189,0
999,1,0,0,0,1,1,0,0,0,0,0,2,2,2,0,0,2,720,608,0
1000,0,0,0,0,6,1,0,1,0,0,2,0,2,2,0,1,2,1194,1898,1
1001,1,1,1,0,26,1,2,1,0,0,0,0,0,0,0,1,2,816,3626,1
1002,1,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,3,705,1099,0
1003,0,0,0,0,36,1,0,2,1,1,1,1,1,1,2,0,3,26,2111,0
1004,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,0,3,29,1424,0
1005,0,1,1,0,52,1,2,1,0,0,0,0,2,2,1,1,1,1204,5407,0
1006,0,0,0,0,17,1,2,1,0,0,0,2,0,2,0,1,2,1094,3326,1
1007,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,693,577,1
1008,1,0,1,1,31,1,2,1,2,0,0,0,2,2,0,1,1,1271,4477,1
1009,1,1,1,0,22,1,0,2,1,1,1,1,1,1,1,1,2,44,1573,0
1010,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,3,379,714,0
1011,0,0,1,1,70,0,1,0,2,2,0,2,2,2,2,0,3,517,4978,0
1012,1,0,0,0,8,1,0,1,0,0,0,2,2,2,0,1,0,1205,2184,0
1013,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,366,181,0
1014,1,0,1,1,17,1,0,0,0,0,2,0,0,2,0,0,2,500,2448,1
1015,1,0,1,1,11,1,0,0,0,0,0,0,0,2,1,0,1,431,1967,1
1016,1,0,1,0,70,1,2,0,2,2,2,2,0,2,2,1,3,901,5641,0
1017,0,0,0,0,63,1,2,2,1,1,1,1,1,1,1,1,0,80,3317,0
1018,1,0,0,0,3,0,1,0,0,0,0,2,0,2,0,1,2,243,722,0
1019,0,0,0,0,22,1,0,2,1,1,1,1,1,1,0,1,3,19,1540,0
1020,0,0,1,1,38,1,0,0,2,0,0,0,0,0,0,0,1,397,3758,0
1021,1,0,1,0,27,1,0,0,2,0,0,2,0,0,1,0,3,445,3119,0
1022,0,1,0,0,4,1,0,1,0,2,0,0,2,0,0,1,2,988,1362,0
1023,0,1,1,0,44,1,0,1,0,0,2,0,0,2,0,1,2,1016,4815,0
1024,1,0,0,0,36,1,0,1,0,0,0,0,0,0,0,1,3,721,4089,0
1025,0,1,1,0,59,1,0,1,2,2,2,2,2,2,2,1,0,1468,6088,0
1026,1,1,0,0,7,1,2,1,0,0,2,0,2,2,0,1,2,1292,2170,1
1027,0,0,0,0,46,1,2,1,2,0,2,0,2,0,1,0,1,1185,5199,0
1028,1,0,1,1,25,1,2,1,0,0,0,0,2,0,0,1,2,969,3762,1
1029,0,1,1,1,2,1,0,1,2,0,0,2,2,0,0,1,3,1058,1076,1
1030,0,0,1,1,49,1,0,1,0,0,0,0,0,0,0,1,0,709,4667,0
1031,1,0,1,1,26,1,2,0,0,0,0,2,2,2,0,0,0,745,3679,0
1032,0,1,0,0,7,1,0,1,0,0,2,0,2,2,0,1,2,1133,2018,1
1033,0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,66,3098,0
1034,0,0,1,0,70,1,0,0,2,0,2,2,2,2,2,0,0,936,5800,0
1035,1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,3,94,3412,0
1036,1,0,1,1,67,1,2,1,2,2,2,2,2,2,2,1,0,1539,6414,0
1037,0,0,0,0,12,0,1,0,0,0,2,0,2,2,0,0,2,359,1875,0
1038,1,0,1,0,55,1,0,1,0,0,0,0,0,2,1,1,2,917,5181,0
1039,1,0,1,0,37,1,0,1,2,2,0,0,0,0,0,1,2,888,4356,1
1040,1,1,0,0,13,1,0,1,0,0,0,0,2,2,0,0,1,1101,2864,1
1041,0,0,0,1,15,1,0,2,1,1,1,1,1,1,1,1,0,15,1297,0
1042,0,0,1,1,13,1,0,1,0,0,0,0,0,0,0,0,2,718,2537,0
1043,1,0,1,1,31,1,0,1,0,0,0,0,0,0,0,1,0,709,3955,1
1044,0,0,0,0,7,1,0,0,2,0,0,2,0,0,1,0,0,443,1488,0
1045,0,0,1,1,42,1,2,1,0,0,2,0,2,2,0,1,0,1266,5005,0
1046,0,0,0,0,51,1,2,0,2,0,2,2,2,0,1,0,1,786,4825,0
1047,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,3,381,677,0
1048,1,0,0,0,28,1,0,2,1,1,1,1,1,1,1,1,3,25,1745,0
1049,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,22,15,1
1050,1,1,0,0,11,0,1,0,0,0,2,2,0,2,0,1,2,278,1656,1
1051,0,0,1,1,15,0,1,0,0,0,0,0,0,2,0,1,1,199,1710,0
1052,0,0,0,0,39,1,2,0,0,0,2,2,2,2,1,1,3,914,4480,0
1053,0,0,0,0,4,0,1,0,0,0,2,0,0,2,0,0,2,234,872,1
1054,1,0,1,0,39,1,2,1,0,0,0,0,2,2,0,1,0,1228,4740,1
1055,0,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,3,20,1836,0
1056,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,899,1404,1
1057,0,0,0,0,9,1,0,1,2,0,0,0,2,0,0,1,3,988,2197,1
1058,1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,1,0,1083,800,1
1059,1,0,0,0,22,1,2,1,0,0,0,2,2,0,0,1,2,1104,3670,1
1060,1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,1,0,30,1615,0
1061,0,1,1,0,71,1,2,1,2,2,2,0,2,2,2,1,2,1507,6460,0
1062,0,0,1,0,33,1,0,0,0,0,0,2,0,0,0,0,0,380,3546,0
1063,1,0,0,0,9,1,0,0,2,0,0,2,2,0,0,0,0,583,1824,0
1064,0,0,0,0,13,1,0,0,2,0,0,2,0,0,1,0,3,472,2132,0
1065,0,0,0,0,22,1,2,1,2,0,0,0,2,0,0,1,0,1093,3823,1
1066,1,0,1,0,46,1,0,2,1,1,1,1,1,1,2,0,3,22,2428,0
1067,1,0,1,0,23,1,0,1,2,0,0,2,0,2,0,1,2,1077,3862,0
1068,1,0,1,0,48,1,2,1,0,2,0,0,2,2,0,1,0,1261,5311,1
1069,1,1,0,0,19,1,0,0,2,0,0,2,0,0,1,0,3,438,2551,0
1070,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,709,648,1
1071,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,357,462,1
1072,1,0,0,0,21,0,1,0,0,0,2,2,2,2,2,0,0,493,2927,0
1073,1,0,0,0,6,1,2,1,0,0,2,0,2,2,0,1,0,1242,1995,1
1074,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,51,44,0
1075,0,0,1,1,58,1,2,1,0,2,0,2,0,2,0,1,0,1219,5639,0
1076,0,0,1,1,57,1,2,2,1,1,1,1,1,1,1,1,1,82,3199,0
1077,0,0,0,0,40,1,2,1,2,2,2,2,2,2,0,1,0,1535,5159,1
1078,0,1,0,0,58,1,2,1,0,2,0,0,0,0,2,1,1,883,5191,0
1079,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,2,705,846,0
1080,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,1,0,30,1827,0
1081,1,1,1,0,45,1,2,1,0,0,2,0,2,2,0,1,2,1258,5183,0
1083,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,918,757,1
1084,0,0,1,1,51,1,0,2,1,1,1,1,1,1,1,0,1,21,2481,0
1085,0,1,0,0,12,1,0,1,0,0,2,0,0,0,0,1,2,792,2380,1
1086,0,1,0,0,10,1,0,1,0,0,0,0,2,2,0,0,0,1086,2538,1
1087,1,0,0,0,31,1,2,1,2,0,0,2,0,0,0,0,0,1046,4219,0
1088,1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,1,1289,3340,1
1089,0,0,0,0,15,1,2,1,0,0,0,0,0,0,0,1,1,801,2664,0
1090,0,0,0,0,50,1,2,1,2,2,2,0,2,2,1,0,0,1421,5687,0
1091,1,0,0,0,28,1,0,0,0,0,2,2,2,2,1,1,0,813,3884,0
1092,1,0,1,0,69,1,0,0,2,2,2,2,0,0,2,0,1,626,5155,0
1093,0,0,1,1,70,1,2,1,2,0,2,2,0,2,2,0,2,1289,6252,0
1094,1,0,1,1,40,1,2,0,0,2,2,0,2,0,1,0,0,684,4256,0
1095,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,910,401,0
1096,0,0,1,0,6,1,0,0,2,0,2,2,2,2,0,0,0,924,1763,0
1097,1,0,1,1,24,1,0,1,0,0,0,0,2,2,1,1,2,1100,3827,1
1098,1,0,1,1,66,1,2,1,2,2,0,2,0,0,1,0,2,1083,5854,0
1099,1,0,1,1,4,1,2,0,0,0,0,2,0,0,0,1,3,472,1028,0
1100,1,0,0,1,14,1,2,2,1,1,1,1,1,1,0,1,2,88,1205,0
1101,0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,2,29,1423,0
1102,1,0,1,1,2,1,0,0,0,2,2,0,0,0,0,1,3,481,742,1
1103,1,0,1,1,53,1,2,1,0,2,0,2,2,2,1,1,2,1378,5672,0
1104,1,0,0,0,41,1,0,2,1,1,1,1,1,1,1,1,3,20,2212,0
1105,0,0,1,0,8,1,0,1,0,0,0,0,0,2,0,1,2,894,2086,0
1106,0,0,0,0,62,1,2,1,0,2,0,0,2,2,2,0,0,1232,5935,0
1107,0,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,0,77,3357,0
1108,0,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,1,84,3393,0
1109,1,0,1,0,39,1,0,0,0,2,0,0,0,0,0,1,3,379,3754,0
1110,1,0,0,0,59,0,1,0,2,2,2,0,0,0,2,0,0,236,4005,0
1111,0,0,0,0,3,1,0,1,2,0,2,2,0,2,0,1,0,1175,1349,1
1112,0,1,0,0,70,1,2,0,2,2,2,2,2,2,2,0,3,1089,5947,0
1113,0,0,1,0,36,1,2,1,0,0,2,0,0,0,0,1,1,878,4255,1
1114,1,0,1,0,31,1,2,1,0,2,0,0,2,2,0,1,1,1258,4442,0
1115,1,0,0,0,38,1,2,0,0,0,0,2,0,0,2,1,1,435,3852,0
1116,0,0,0,0,37,1,2,2,1,1,1,1,1,1,1,1,2,77,2328,0
1117,1,0,0,0,51,1,2,1,0,0,2,0,0,2,2,1,1,1081,5187,0
1118,0,0,1,1,47,1,2,1,2,2,0,0,2,2,0,1,1,1379,5400,0
1119,1,0,1,1,69,0,1,0,2,0,2,2,2,2,2,0,0,532,4976,0
1120,1,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,1,725,3192,0
1121,0,0,0,0,49,1,2,0,2,0,2,2,2,2,1,1,1,947,4994,0
1122,0,0,0,0,18,0,1,0,0,0,0,0,2,2,1,1,1,302,2299,1
1123,1,0,1,1,24,1,0,0,2,2,2,0,0,0,1,1,0,574,3322,0
1124,1,0,0,0,11,1,0,0,0,2,0,0,0,0,0,1,0,357,1781,0
1125,1,1,1,0,38,1,2,1,0,2,2,0,2,2,0,1,2,1387,5042,1
1126,1,0,0,0,6,1,0,1,0,0,2,0,0,0,0,0,3,799,1692,1
1127,0,0,1,1,22,1,0,0,2,2,2,2,0,0,1,1,3,651,3247,0
1128,1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,1,2,17,1663,0
1129,1,1,0,0,46,1,2,1,0,0,0,0,2,0,0,1,1,1015,4818,0
1130,1,0,1,1,25,1,0,2,1,1,1,1,1,1,2,1,1,12,1629,0
1131,0,0,1,0,13,1,2,0,2,0,0,0,2,0,0,1,0,621,2381,1
1132,0,1,1,0,10,1,2,1,0,0,2,2,2,2,0,1,0,1355,2673,1
1133,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,14,171,0
1134,0,0,1,1,25,1,0,1,2,2,0,0,0,0,0,0,2,938,3761,0
1135,0,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,1538,6503,0
1136,0,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,1,29,2774,0
1137,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,3,25,3062,0
1138,1,0,1,1,10,1,2,0,2,0,0,0,2,0,0,1,0,630,2012,0
1139,1,1,1,0,13,1,0,2,1,1,1,1,1,1,1,0,3,22,934,0
1140,0,0,0,1,12,1,2,0,2,2,2,2,2,2,2,0,1,1071,2707,0
1141,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,1,3,33,502,0
1142,1,1,1,1,10,1,2,1,0,0,0,0,0,0,0,1,1,810,2095,0
1143,1,0,1,0,17,1,2,0,0,2,0,0,0,0,0,0,1,494,2583,0
1144,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,200,96,1
1145,0,0,1,0,31,1,0,1,2,0,0,0,0,0,0,1,0,816,3938,0
1146,1,0,0,0,28,0,1,0,2,0,0,2,0,0,1,0,3,201,2580,0
1147,0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,1,2,547,753,0
1148,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,1190,833,1
1149,1,0,1,1,12,1,0,1,0,0,2,0,2,2,0,1,3,1219,2708,1
1150,0,0,0,0,40,0,1,0,0,2,0,0,0,2,0,1,2,249,3392,0
1151,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,6,1,0
1152,1,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,3,455,1319,0
1153,0,0,1,0,51,1,0,0,2,0,2,0,2,0,1,1,3,613,4582,0
1154,0,0,1,1,44,1,2,2,1,1,1,1,1,1,2,1,0,85,2679,0
1155,1,0,1,0,69,1,2,0,0,2,2,2,2,0,2,0,1,828,5506,0
1156,0,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,3,3,2470,0
1157,0,1,1,0,61,1,2,1,0,2,2,0,2,0,1,1,1,1240,5806,0
1158,0,0,1,0,59,1,2,1,2,2,0,0,0,2,0,1,1,1169,5594,0
1159,0,1,1,0,2,1,0,1,0,0,0,0,2,0,0,1,2,907,917,1
1160,0,1,1,0,22,1,0,1,2,0,0,0,2,2,0,1,2,1189,3939,0
1161,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,3,164,81,1
1162,0,0,0,0,66,1,0,0,2,0,2,2,0,2,1,1,0,758,5397,0
1163,0,0,0,0,11,1,2,1,0,2,0,0,2,0,0,1,0,1087,2547,1
1164,0,1,1,0,70,1,2,0,2,2,2,2,0,2,2,1,0,950,5763,0
1165,1,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,1,27,1621,0
1166,0,0,0,0,4,1,2,0,2,0,0,0,0,0,0,1,2,434,1096,0
1167,1,0,0,0,25,1,2,0,0,0,0,0,0,0,1,1,1,407,2911,0
1168,1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,3,22,15,0
1169,1,1,0,0,69,0,1,0,0,2,2,0,2,0,1,1,1,286,4355,0
1170,1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,2,1528,6469,0
1171,1,0,1,0,59,1,0,1,0,2,0,0,2,2,1,1,2,1175,5657,1
1172,0,1,1,1,31,1,2,1,0,2,0,0,2,2,0,1,2,1288,4486,0
1173,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,26,19,1
1174,0,0,0,0,13,1,2,0,0,2,0,0,0,0,1,1,3,443,2093,0
1175,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,1,899,2511,0
1176,0,0,0,0,5,1,2,1,0,2,2,2,2,2,0,1,1,1466,1913,1
1177,0,0,0,0,45,1,2,0,2,0,2,0,2,2,2,0,3,883,4686,0
1178,1,0,0,0,14,1,0,1,0,0,2,2,2,2,0,1,2,1306,3269,1
1179,1,1,1,0,42,1,2,1,0,2,0,2,2,0,0,1,2,1173,4865,0
1180,1,0,0,0,38,1,0,0,0,0,0,2,0,0,2,1,0,372,3687,0
1181,1,1,0,0,20,1,0,0,0,0,2,0,2,0,0,1,0,543,2817,1
1182,1,0,0,0,56,0,1,0,2,0,2,0,2,2,0,1,2,433,4472,0
1183,0,0,1,0,52,1,0,1,0,0,0,2,2,2,1,1,2,1156,5329,0
1184,1,0,1,1,17,1,0,1,2,0,2,0,2,0,0,1,3,1050,3206,0
1185,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,2,545,251,1
1186,0,0,1,0,57,1,2,0,2,0,0,2,0,0,1,1,0,563,4624,0
1187,0,1,0,0,70,1,2,1,0,0,2,0,2,2,2,0,0,1355,6318,0
1188,0,0,0,0,34,1,0,1,0,0,2,2,2,2,1,1,2,1265,4651,0
1189,1,0,0,0,2,1,0,1,0,0,2,0,0,2,0,0,1,1008,1023,0
1190,1,0,0,0,37,1,2,1,2,2,0,0,2,2,1,1,2,1371,4833,0
1191,1,0,1,1,34,1,2,0,2,2,2,2,0,0,2,1,1,697,4048,0
1192,1,0,0,0,6,1,2,1,0,0,2,0,2,0,0,1,2,1101,1784,1
1193,0,0,0,0,46,1,0,0,0,0,2,2,2,2,2,0,3,795,4638,0
1194,0,0,0,0,13,1,0,0,0,2,0,0,0,0,0,0,2,385,2080,0
1195,0,1,1,0,19,1,0,0,0,2,0,0,0,2,0,1,2,542,2853,0
1196,1,0,1,0,65,1,2,0,2,2,0,2,2,2,2,0,2,999,5619,0
1197,1,0,1,0,14,1,0,2,1,1,1,1,1,1,0,1,1,18,1250,0
1198,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,1,0,44,2217,0
1199,0,0,1,0,16,1,2,1,2,0,0,0,0,0,0,0,2,877,2993,0
1200,1,0,0,0,36,1,2,1,0,2,0,2,2,2,1,1,1,1364,4774,0
1201,0,0,0,0,11,1,0,0,0,2,0,0,0,0,0,1,2,364,1822,0
1202,1,0,1,0,52,1,0,1,0,2,0,0,2,2,1,1,0,1172,5323,1
1203,0,0,0,0,59,1,2,2,1,1,1,1,1,1,2,0,3,92,3212,0
1204,1,0,1,1,17,0,1,0,0,0,0,0,0,0,0,0,1,103,1533,0
1205,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,804,345,1
1206,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,717,824,0
1207,0,0,0,1,8,1,0,0,0,0,0,2,2,2,0,1,1,702,1743,0
1208,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,904,397,1
1209,1,0,1,0,55,1,2,1,2,2,2,0,0,0,1,1,2,1150,5505,0
1210,1,0,1,1,16,1,0,1,0,0,0,0,0,0,0,1,2,694,2693,1
1211,0,0,1,1,10,1,2,0,0,0,0,2,0,2,0,1,2,653,2037,1
1212,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,705,1643,0
1213,0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,0,0,33,3087,0
1214,1,0,0,0,18,1,2,1,0,0,0,0,0,2,0,1,0,1014,3246,1
1215,0,0,1,1,2,1,0,1,0,0,0,0,0,2,0,1,2,905,1003,1
1216,1,0,1,1,53,1,0,2,1,1,1,1,1,1,2,0,1,37,2605,0
1217,1,0,1,0,61,1,2,2,1,1,1,1,1,1,1,1,1,67,3149,0
1218,1,0,0,0,23,1,2,1,0,2,0,0,2,0,0,1,1,1103,3912,1
1219,0,0,1,1,61,1,2,0,0,0,0,0,2,2,0,1,1,723,5052,0
1220,1,0,0,0,16,1,2,0,2,0,0,0,0,2,0,0,0,642,2635,0
1221,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,3,84,815,0
1222,1,0,1,1,63,1,0,0,2,0,2,2,2,0,2,0,3,699,5116,0
1223,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,824,642,1
1224,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,322,161,1
1225,0,0,1,0,15,0,1,0,0,0,0,2,2,2,0,1,2,375,2151,1
1226,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,85,3559,0
1227,1,0,0,0,29,1,2,1,2,2,2,0,0,0,1,0,0,1100,4246,0
1228,0,0,1,0,48,1,2,1,2,0,0,0,2,2,0,1,3,1297,5309,0
1229,1,0,1,0,60,1,2,0,2,0,2,2,0,2,2,0,1,813,5248,0
1230,1,0,1,1,46,1,2,1,0,2,0,0,2,0,0,0,2,1038,4904,0
1231,1,0,0,0,19,1,0,0,2,0,2,0,0,2,0,0,1,615,3067,0
1232,1,0,1,1,33,1,0,1,0,0,0,0,2,0,0,0,2,865,4096,1
1233,0,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,0,86,3403,0
1234,1,0,0,1,53,1,0,1,2,2,0,2,2,2,1,1,2,1391,5762,0
1235,1,1,1,0,60,1,2,1,0,2,2,2,2,0,1,1,3,1247,5866,0
1236,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,844,933,1
1237,1,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,18,1062,0
1238,0,1,0,0,15,1,2,1,0,0,0,0,2,2,0,1,2,1210,3241,1
1239,0,0,1,1,2,1,0,0,0,2,0,0,2,0,0,1,1,518,745,0
1240,1,0,0,0,24,1,0,2,1,1,1,1,1,1,0,1,3,32,1678,0
1241,1,0,0,0,29,1,2,0,2,0,0,0,0,2,0,1,3,617,3622,0
1242,0,0,1,0,20,0,1,0,2,0,0,0,0,0,0,0,2,125,1844,0
1243,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,311,152,1
1244,0,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,0,17,1107,1
1245,1,1,1,0,22,1,0,1,0,0,0,0,2,2,0,1,2,1101,3797,0
1246,0,0,1,1,44,1,2,1,2,2,0,0,2,2,0,1,2,1377,5251,0
1247,0,0,1,1,23,1,2,1,0,2,2,0,0,0,1,0,0,957,3740,0
1248,0,0,0,0,10,1,2,1,0,0,0,2,2,0,0,0,2,1095,2443,1
1249,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,306,147,1
1250,0,0,1,0,55,1,2,1,0,0,2,2,2,2,2,0,0,1339,5723,0
1251,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,822,357,1
1252,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,18,11,0
1253,0,0,0,0,6,1,0,1,0,0,0,0,0,2,0,1,2,885,1649,1
1254,0,1,1,0,54,1,0,1,0,0,2,2,2,0,2,0,1,1068,5288,0
1255,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,2,159,243,1
1256,0,0,1,1,71,1,2,0,2,0,2,2,2,2,2,1,1,1012,5883,0
1257,0,1,0,0,44,0,1,0,0,0,0,0,0,2,1,0,2,177,3311,0
1258,0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,3,32,2536,0
1259,0,1,0,0,45,1,0,1,0,2,0,0,2,2,1,0,1,1192,5107,1
1260,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,382,472,0
1261,0,0,1,0,1,1,0,1,2,0,0,2,0,0,0,1,2,902,825,0
1262,0,0,1,0,11,1,0,0,0,2,0,0,0,0,0,1,2,401,1823,0
1263,0,1,1,0,67,1,2,1,0,2,0,0,0,2,0,1,0,1084,5888,1
1264,1,0,1,1,68,1,0,1,0,0,0,2,2,2,2,1,1,1191,6091,0
1265,1,1,0,1,55,1,0,1,2,0,0,0,2,2,1,0,1,1183,5507,0
